list_name	hotspot	mapping	call_type	check_score	general_comment	citation_comment	citation	doi
StemCNV-check curated stem cell aberrations	DNMT3B	gene_name	gain	30	Located on: 20q11.21		Martins Taylor et al. 2011	10.1038/nbt.1890
StemCNV-check curated stem cell aberrations	DNMT3B	gene_name	gain	30	Located on: 20q11.21		Merkle et al. 2022	10.1016/j.stem.2022.01.011
StemCNV-check curated stem cell aberrations	DNMT3B	gene_name	gain	30	Located on: 20q11.21		Nguyen et al. 2014	10.1093/molehr/gat077
StemCNV-check curated stem cell aberrations	DNMT3B	gene_name	gain	30	Located on: 20q11.21		Salomonis 2016	10.1016/j.stemcr.2016.05.006
StemCNV-check curated stem cell aberrations	DNMT3B	gene_name	gain	30	Located on: 20q11.21		Spits et al 2008	10.1038/nbt.1510
StemCNV-check curated stem cell aberrations	DNMT3B	gene_name	gain	30	Located on: 20q11.21		Werbowetski-Ogilvie et al. 2009	10.1038/nbt.1516
StemCNV-check curated stem cell aberrations	DNMT3B	gene_name	gain	30	Located on: 20q11.21		Zhang et al. 2019	10.1016/j.stemcr.2019.01.013
StemCNV-check curated stem cell aberrations	FGFRL1	gene_name	loss	30	Located on: 4p16.3		Amps et al. 2012	10.1038/nbt.2051
StemCNV-check curated stem cell aberrations	GDF3	gene_name	gain	30	Located on: 12p13.31		Amir et al. 2016	10.1002/stem.2550
StemCNV-check curated stem cell aberrations	GDF3	gene_name	gain	30	Located on: 12p13.31		Keller et al. 2021	10.1101/2021.05.22.445238
StemCNV-check curated stem cell aberrations	GDF3	gene_name	gain	30	Located on: 12p13.31		Tosca et al. 2015	10.1186/s13039-015-0133-8
StemCNV-check curated stem cell aberrations	GDF3	gene_name	gain	30	Located on: 12p13.31	general Chr.12p11-pter reference	Amps et al. 2012	10.1038/nbt.2051
StemCNV-check curated stem cell aberrations	GDF3	gene_name	gain	30	Located on: 12p13.31	general Chr.12p11-pter reference	Baker et al. 2016	10.1016/j.stemcr.2016.10.003
StemCNV-check curated stem cell aberrations	GDF3	gene_name	gain	30	Located on: 12p13.31	general Chr.12 reference	Assou et al 2020	10.1016/j.stemcr.2019.12.004
StemCNV-check curated stem cell aberrations	GDF3	gene_name	gain	30	Located on: 12p13.31	general Chr.12 reference	Ben-David et al. 2014	10.1038/ncomms5825
StemCNV-check curated stem cell aberrations	GDF3	gene_name	gain	30	Located on: 12p13.31	general Chr.12 reference	Herszfeld et al. 2006	10.1038/nbt1197
StemCNV-check curated stem cell aberrations	GDF3	gene_name	gain	30	Located on: 12p13.31	general Chr.12 reference	Lefort et al. 2008	10.1038/nbt.1509
StemCNV-check curated stem cell aberrations	GDF3	gene_name	gain	30	Located on: 12p13.31	general Chr.12p reference	Mayshar et al. 2010	10.1016/j.stem.2010.07.017
StemCNV-check curated stem cell aberrations	GDF3	gene_name	gain	30	Located on: 12p13.31	general Chr.12p reference	Na et al. 2014	10.1007/s13238-014-0073-9
StemCNV-check curated stem cell aberrations	KRAS	gene_name	gain	30	Located on: 12p12.1		Tosca et al. 2015	10.1186/s13039-015-0133-8
StemCNV-check curated stem cell aberrations	KRAS	gene_name	gain	30	Located on: 12p12.1	general Chr.12p11-pter reference	Amps et al. 2012	10.1038/nbt.2051
StemCNV-check curated stem cell aberrations	KRAS	gene_name	gain	30	Located on: 12p12.1	general Chr.12p11-pter reference	Baker et al. 2016	10.1016/j.stemcr.2016.10.003
StemCNV-check curated stem cell aberrations	KRAS	gene_name	gain	30	Located on: 12p12.1	general Chr.12 reference	Assou et al 2020	10.1016/j.stemcr.2019.12.004
StemCNV-check curated stem cell aberrations	KRAS	gene_name	gain	30	Located on: 12p12.1	general Chr.12 reference	Ben-David et al. 2014	10.1038/ncomms5825
StemCNV-check curated stem cell aberrations	KRAS	gene_name	gain	30	Located on: 12p12.1	general Chr.12 reference	Herszfeld et al. 2006	10.1038/nbt1197
StemCNV-check curated stem cell aberrations	KRAS	gene_name	gain	30	Located on: 12p12.1	general Chr.12 reference	Lefort et al. 2008	10.1038/nbt.1509
StemCNV-check curated stem cell aberrations	KRAS	gene_name	gain	30	Located on: 12p12.1	general Chr.12p reference	Mayshar et al. 2010	10.1016/j.stem.2010.07.017
StemCNV-check curated stem cell aberrations	KRAS	gene_name	gain	30	Located on: 12p12.1	general Chr.12p reference	Na et al. 2014	10.1007/s13238-014-0073-9
StemCNV-check curated stem cell aberrations	MCL1	gene_name	gain	30	Located on: 1q21.2		Price et al 2021	10.1016/j.devcel.2021.07.019
StemCNV-check curated stem cell aberrations	MCL1	gene_name	gain	30	Located on: 1q21.2	general Chr.1q reference	Amps et al. 2012	10.1038/nbt.2051
StemCNV-check curated stem cell aberrations	MCL1	gene_name	gain	30	Located on: 1q21.2	general Chr.1q reference	Assou et al 2020	10.1016/j.stemcr.2019.12.004
StemCNV-check curated stem cell aberrations	MDM4	gene_name	gain	30	Located on: 1q32.1		Krivec et al. 2024	10.1038/s41419-024-07236-x
StemCNV-check curated stem cell aberrations	MDM4	gene_name	gain	30	Located on: 1q32.1		Merkle et al. 2022	10.1016/j.stem.2022.01.011
StemCNV-check curated stem cell aberrations	MDM4	gene_name	gain	30	Located on: 1q32.1		Stavish et al. 2023	10.1101/2023.09.21.558777
StemCNV-check curated stem cell aberrations	MDM4	gene_name	gain	30	Located on: 1q32.1		Stavish et al. 2024	10.1016/j.stemcr.2024.06.003
StemCNV-check curated stem cell aberrations	MDM4	gene_name	gain	30	Located on: 1q32.1	general Chr.1q reference	Amps et al. 2012	10.1038/nbt.2051
StemCNV-check curated stem cell aberrations	MDM4	gene_name	gain	30	Located on: 1q32.1	general Chr.1q reference	Assou et al 2020	10.1016/j.stemcr.2019.12.004
StemCNV-check curated stem cell aberrations	NANOG	gene_name	gain	30	Located on: 12p13.31		Amir et al. 2016	10.1002/stem.2550
StemCNV-check curated stem cell aberrations	NANOG	gene_name	gain	30	Located on: 12p13.31		Keller et al. 2021	10.1101/2021.05.22.445238
StemCNV-check curated stem cell aberrations	NANOG	gene_name	gain	30	Located on: 12p13.31		Tosca et al. 2015	10.1186/s13039-015-0133-8
StemCNV-check curated stem cell aberrations	NANOG	gene_name	gain	30	Located on: 12p13.31	general Chr.12p11-pter reference	Amps et al. 2012	10.1038/nbt.2051
StemCNV-check curated stem cell aberrations	NANOG	gene_name	gain	30	Located on: 12p13.31	general Chr.12p11-pter reference	Baker et al. 2016	10.1016/j.stemcr.2016.10.003
StemCNV-check curated stem cell aberrations	NANOG	gene_name	gain	30	Located on: 12p13.31	general Chr.12 reference	Assou et al 2020	10.1016/j.stemcr.2019.12.004
StemCNV-check curated stem cell aberrations	NANOG	gene_name	gain	30	Located on: 12p13.31	general Chr.12 reference	Ben-David et al. 2014	10.1038/ncomms5825
StemCNV-check curated stem cell aberrations	NANOG	gene_name	gain	30	Located on: 12p13.31	general Chr.12 reference	Herszfeld et al. 2006	10.1038/nbt1197
StemCNV-check curated stem cell aberrations	NANOG	gene_name	gain	30	Located on: 12p13.31	general Chr.12 reference	Lefort et al. 2008	10.1038/nbt.1509
StemCNV-check curated stem cell aberrations	NANOG	gene_name	gain	30	Located on: 12p13.31	general Chr.12p reference	Mayshar et al. 2010	10.1016/j.stem.2010.07.017
StemCNV-check curated stem cell aberrations	NANOG	gene_name	gain	30	Located on: 12p13.31	general Chr.12p reference	Na et al. 2014	10.1007/s13238-014-0073-9
StemCNV-check curated stem cell aberrations	NANOGP1	gene_name	gain	30	Located on: 12p13.31		Amir et al. 2016	10.1002/stem.2550
StemCNV-check curated stem cell aberrations	NANOGP1	gene_name	gain	30	Located on: 12p13.31		Keller et al. 2021	10.1101/2021.05.22.445238
StemCNV-check curated stem cell aberrations	NANOGP1	gene_name	gain	30	Located on: 12p13.31		Tosca et al. 2015	10.1186/s13039-015-0133-8
StemCNV-check curated stem cell aberrations	NANOGP1	gene_name	gain	30	Located on: 12p13.31	general Chr.12p11-pter reference	Amps et al. 2012	10.1038/nbt.2051
StemCNV-check curated stem cell aberrations	NANOGP1	gene_name	gain	30	Located on: 12p13.31	general Chr.12p11-pter reference	Baker et al. 2016	10.1016/j.stemcr.2016.10.003
StemCNV-check curated stem cell aberrations	NANOGP1	gene_name	gain	30	Located on: 12p13.31	general Chr.12 reference	Assou et al 2020	10.1016/j.stemcr.2019.12.004
StemCNV-check curated stem cell aberrations	NANOGP1	gene_name	gain	30	Located on: 12p13.31	general Chr.12 reference	Ben-David et al. 2014	10.1038/ncomms5825
StemCNV-check curated stem cell aberrations	NANOGP1	gene_name	gain	30	Located on: 12p13.31	general Chr.12 reference	Herszfeld et al. 2006	10.1038/nbt1197
StemCNV-check curated stem cell aberrations	NANOGP1	gene_name	gain	30	Located on: 12p13.31	general Chr.12 reference	Lefort et al. 2008	10.1038/nbt.1509
StemCNV-check curated stem cell aberrations	NANOGP1	gene_name	gain	30	Located on: 12p13.31	general Chr.12p reference	Mayshar et al. 2010	10.1016/j.stem.2010.07.017
StemCNV-check curated stem cell aberrations	NANOGP1	gene_name	gain	30	Located on: 12p13.31	general Chr.12p reference	Na et al. 2014	10.1007/s13238-014-0073-9
StemCNV-check curated stem cell aberrations	PMAIP1	gene_name	loss	30	Located on: 18q21.32		Halliwell et al. 2020	10.1038/s41580-020-00292-z
StemCNV-check curated stem cell aberrations	PMAIP1	gene_name	loss	30	Located on: 18q21.32		Zhang et al. 2019	10.1016/j.stemcr.2019.01.013
StemCNV-check curated stem cell aberrations	PUF60	gene_name	loss	30	Located on: 8q24.4		Martins-Taylor et al. 2011	10.1038/nbt.1890
StemCNV-check curated stem cell aberrations	RPRM	gene_name	loss	30	Located on: 2q23		Kanchan 2020	10.1016/j.scr.2020.101803
StemCNV-check curated stem cell aberrations	SALL3	gene_name	loss	30	Located on: 18q23		Lei et al. 2024	10.1016/j.stemcr.2024.03.001
StemCNV-check curated stem cell aberrations	SLC2A3	gene_name	gain	30	Located on: 12p13.31		Amir et al. 2016	10.1002/stem.2550
StemCNV-check curated stem cell aberrations	SLC2A3	gene_name	gain	30	Located on: 12p13.31		Keller et al. 2021	10.1101/2021.05.22.445238
StemCNV-check curated stem cell aberrations	SLC2A3	gene_name	gain	30	Located on: 12p13.31		Tosca et al. 2015	10.1186/s13039-015-0133-8
StemCNV-check curated stem cell aberrations	SLC2A3	gene_name	gain	30	Located on: 12p13.31	general Chr.12p11-pter reference	Amps et al. 2012	10.1038/nbt.2051
StemCNV-check curated stem cell aberrations	SLC2A3	gene_name	gain	30	Located on: 12p13.31	general Chr.12p11-pter reference	Baker et al. 2016	10.1016/j.stemcr.2016.10.003
StemCNV-check curated stem cell aberrations	SLC2A3	gene_name	gain	30	Located on: 12p13.31	general Chr.12 reference	Assou et al 2020	10.1016/j.stemcr.2019.12.004
StemCNV-check curated stem cell aberrations	SLC2A3	gene_name	gain	30	Located on: 12p13.31	general Chr.12 reference	Ben-David et al. 2014	10.1038/ncomms5825
StemCNV-check curated stem cell aberrations	SLC2A3	gene_name	gain	30	Located on: 12p13.31	general Chr.12 reference	Herszfeld et al. 2006	10.1038/nbt1197
StemCNV-check curated stem cell aberrations	SLC2A3	gene_name	gain	30	Located on: 12p13.31	general Chr.12 reference	Lefort et al. 2008	10.1038/nbt.1509
StemCNV-check curated stem cell aberrations	SLC2A3	gene_name	gain	30	Located on: 12p13.31	general Chr.12p reference	Mayshar et al. 2010	10.1016/j.stem.2010.07.017
StemCNV-check curated stem cell aberrations	SLC2A3	gene_name	gain	30	Located on: 12p13.31	general Chr.12p reference	Na et al. 2014	10.1007/s13238-014-0073-9
StemCNV-check curated stem cell aberrations	SOX21	gene_name	gain	30	Located on: 13q21.32-q34		Mus et al. 2020	10.1002/gcc.22931
StemCNV-check curated stem cell aberrations	SUZ12	gene_name	gain	30	Located on: 17q11.2		Kilpinen et al. 2017	10.1038/nature22403
StemCNV-check curated stem cell aberrations	SUZ12	gene_name	gain	30	Located on: 17q11.2	general Chr.17 reference	Assou et al 2020	10.1016/j.stemcr.2019.12.004
StemCNV-check curated stem cell aberrations	SUZ12	gene_name	gain	30	Located on: 17q11.2	general Chr.17 reference	Merkle et al 2017	10.1016/j.stem.2022.01.011
StemCNV-check curated stem cell aberrations	TOP1MT	gene_name	loss	30	Located on: 8q24.4		Martins-Taylor et al. 2011	10.1038/nbt.1890
StemCNV-check curated stem cell aberrations	TP53	gene_name	loss	30	Located on: 17p13.1		Amir et al. 2016	10.1002/stem.2550
StemCNV-check curated stem cell aberrations	UTP6	gene_name	gain	30	Located on: 17q11.2		Kilpinen et al. 2017	10.1038/nature22403
StemCNV-check curated stem cell aberrations	UTP6	gene_name	gain	30	Located on: 17q11.2	general Chr.17 reference	Assou et al 2020	10.1016/j.stemcr.2019.12.004
StemCNV-check curated stem cell aberrations	UTP6	gene_name	gain	30	Located on: 17q11.2	general Chr.17 reference	Merkle et al 2017	10.1016/j.stem.2022.01.011
StemCNV-check curated stem cell aberrations	ZIC2	gene_name	gain	30	Located on: 13q21.32-q34		Mus et al. 2020	10.1002/gcc.22931
